s_m,x_m,y_m,yaw_rad,curvature_1pm,target_speed_mps,lon_deg,lat_deg
17.2,739.9904904969851,-336.6145578998476,-3.0952359346961917,-2.524240495812802e-12,3.0,118.82232902130622,31.885476139977815
17.400000000000002,739.7907053525147,-336.6238259234169,-3.095235934696034,-4.0599908505272546e-12,3.0,118.82232690760047,31.885476056721743
17.6,739.5909202080443,-336.63309394698615,-3.0952359346957024,2.213738836837735e-11,3.0,118.82232479389472,31.88547597346567
17.8,739.391135064917,-336.64236197055544,-3.095235934695732,2.3758646170031583e-11,3.0,118.82232268018899,31.885475890209598
18.0,739.1913499204466,-336.6516299937292,-3.095235934695715,1.8394358341276732e-11,3.0,118.82232056648324,31.88547580695353
18.2,738.9915647759761,-336.66089801769397,-3.09523593469562,-2.271619332671224e-11,3.0,118.8223184527775,31.885475723697454
18.400000000000002,738.7917796341922,-336.67016604126326,-3.0952359346956286,-1.8405937102771586e-11,3.0,118.82231633907178,31.88547564044138
18.6,738.5919944897217,-336.67943406483255,-3.095235934696121,6.7623374207566464e-12,3.0,118.82231422536603,31.88547555718531
18.8,738.3922093452513,-336.6887020884018,-3.095235934696113,5.02517774100328e-12,3.0,118.82231211166028,31.885475473929237
19.0,738.1924242021241,-336.6979701115756,-3.095235934696212,-2.1065387358238418e-12,3.0,118.82230999795455,31.885475390673168
19.200000000000003,737.9926390576537,-336.70723813514485,-3.0952359346960763,-7.76940491274928e-12,3.0,118.8223078842488,31.885475307417096
19.400000000000002,737.7928539131833,-336.71650615871414,-3.095235934696022,-5.522957261833097e-12,3.0,118.82230577054305,31.885475224161024
19.6,737.5930687700561,-336.72577418228343,-3.0952359346956944,2.3160360105329032e-11,3.0,118.82230365683732,31.88547514090495
19.8,737.3932836255857,-336.73504220585266,-3.0952359346957388,1.8578797215033567e-11,3.0,118.82230154313157,31.88547505764888
20.0,737.1934984811153,-336.74431022942196,-3.095235934695611,-2.25792587866461e-11,3.0,118.82229942942583,31.885474974392807
20.200000000000003,736.9937133379881,-336.75357825299125,-3.095235934695584,-2.3523428076420255e-11,3.0,118.82229731572009,31.885474891136734
20.400000000000002,736.7939281935177,-336.7628462765605,-3.0952359346956335,-1.8211533443066726e-11,3.0,118.82229520201435,31.885474807880662
20.6,736.5941430490473,-336.7721143001298,-3.0952359346961287,5.684735106021592e-12,3.0,118.8222930883086,31.88547472462459
20.8,736.3943579059201,-336.78138232330355,-3.09523593469621,-1.905342806127916e-12,3.0,118.82229097460286,31.88547464136852
21.0,736.1945727614496,-336.79065034687284,-3.09523593469606,-8.459487411801874e-12,3.0,118.82228886089712,31.88547455811245
21.200000000000003,735.9947876169792,-336.7999183704421,-3.0952359346960403,-4.639364646356413e-12,3.0,118.82228674719137,31.885474474856377
21.400000000000002,735.795002473852,-336.8091863944068,-3.0952359346957086,2.1988258479544052e-11,3.0,118.82228463348564,31.8854743916003
21.6,735.5952173307248,-336.8184544179761,-3.095235934695728,2.2756642942836487e-11,3.0,118.8222825197799,31.88547430834423
21.8,735.3954321862544,-336.8277224411499,-3.0952359346957277,1.9180157007583513e-11,3.0,118.82228040607416,31.88547422508816
22.0,735.1956470431272,-336.8369904647192,-3.095235934695608,-2.2152049226861814e-11,3.0,118.82227829236842,31.885474141832088
22.200000000000003,734.9958618986568,-336.84625848828847,-3.0952359346956277,-1.7687724303694903e-11,3.0,118.82227617866268,31.885474058576015
22.400000000000002,734.7960767541864,-336.8555265118577,-3.0952359346961043,5.371479613992281e-12,3.0,118.82227406495693,31.885473975319943
22.6,734.5962916110592,-336.8647945350315,-3.095235934696138,5.239216210137906e-12,3.0,118.8222719512512,31.885473892063875
22.8,734.3965064665888,-336.87406255860077,-3.095235934696204,-2.1127514682120847e-12,3.0,118.82226983754545,31.885473808807802
23.0,734.1967213221184,-336.8833305825655,-3.095235934696078,-7.355753246401916e-12,3.0,118.8222677238397,31.885473725551726
23.200000000000003,733.9969361789912,-336.8925986061348,-3.0952359346960145,-4.941321382853749e-12,3.0,118.82226561013397,31.885473642295654
23.400000000000002,733.7971510345208,-336.9018666297041,-3.095235934695722,2.1712241892313583e-11,3.0,118.82226349642822,31.885473559039582
23.6,733.5973658900504,-336.9111346528779,-3.0952359346957388,1.7551967554183204e-11,3.0,118.82226138272247,31.885473475783513
23.8,733.397580746923,-336.9204026764471,-3.0952359346955824,-2.265754105869407e-11,3.0,118.82225926901674,31.88547339252744
24.0,733.1977956024526,-336.9296707000164,-3.095235934695578,-2.108496618621944e-11,3.0,118.822257155311,31.88547330927137
24.200000000000003,732.9980104579822,-336.9389387235857,-3.0952359346956344,-1.727965766508223e-11,3.0,118.82225504160525,31.885473226015296
24.400000000000002,732.798225314855,-336.9482067471549,-3.09523593469612,5.9334738268447335e-12,3.0,118.82225292789951,31.885473142759224
24.6,732.5984401703846,-336.9574747707242,-3.0952359346961202,4.318919205698119e-12,3.0,118.82225081419377,31.885473059503152
24.8,732.3986550259142,-336.9667427942935,-3.0952359346962055,-2.543658341539377e-12,3.0,118.82224870048802,31.88547297624708
25.0,732.1988698841302,-336.97601081786274,-3.095235934696027,-3.6329645050152042e-12,3.0,118.8222465867823,31.885472892991007
25.200000000000003,731.9990847396598,-336.98527884143203,-3.0952359346957263,2.1974887478314136e-11,3.0,118.82224447307655,31.885472809734935
25.400000000000002,731.7992995951894,-336.9945468646058,-3.0952359346957428,2.2272678828973513e-11,3.0,118.8222423593708,31.885472726478866
25.6,731.5995144520622,-337.0038148881751,-3.095235934695748,1.6919232244066297e-11,3.0,118.82224024566507,31.885472643222794
25.8,731.3997293075918,-337.01308291174433,-3.0952359346955887,-2.1544845357901974e-11,3.0,118.82223813195932,31.885472559966722
26.0,731.1999441631214,-337.02235093570914,-3.0952359346956126,-1.7338924171080332e-11,3.0,118.82223601825358,31.885472476710646
26.200000000000003,731.0001590199942,-337.0316189592784,-3.0952359346961145,6.828323605394464e-12,3.0,118.82223390454784,31.885472393454574
26.400000000000002,730.8003738755237,-337.04088698245215,-3.0952359346961424,4.771822717045165e-12,3.0,118.8222317908421,31.885472310198505
26.6,730.6005887310533,-337.05015500602144,-3.0952359346962,-2.4093939110418873e-12,3.0,118.82222967713635,31.885472226942433
26.8,730.4008035879261,-337.05942302959073,-3.0952359346960767,-7.097731729256296e-12,3.0,118.82222756343062,31.88547214368636
27.0,730.2010184434557,-337.06869105315997,-3.0952359346960265,-3.592862458225284e-12,3.0,118.82222544972487,31.88547206043029
27.200000000000003,730.0012332989853,-337.0779590763338,-3.09523593469573,2.1775452032168178e-11,3.0,118.82222333601912,31.88547197717422
27.400000000000002,729.8014481558581,-337.08722709990303,-3.0952359346957503,1.669459489647748e-11,3.0,118.82222122231339,31.885471893918147
27.6,729.6016630113877,-337.0964951238678,-3.0952359346955705,-2.2085748724885787e-11,3.0,118.82221910860764,31.88547181066207
27.8,729.4018778669173,-337.1057631474371,-3.095235934695566,-2.0505914213521752e-11,3.0,118.8222169949019,31.885471727406
