index,s_m,x_m,y_m,yaw_rad,curvature_1pm,target_speed_mps,lat_deg,lon_deg,elevation_m
70,35.0,28.541314209895972,-2.655657462830587,-0.694756393420997,0.1685297120014663,7.0,,,
71,35.5,28.907849853936604,-2.9367508065196155,-0.6121432187774256,0.18861291799387975,7.0,,,
72,36.0,29.296070751025994,-3.1846163122498776,-0.5247419473338163,0.18541344879132185,7.0,,,
73,36.5,29.705523387473463,-3.399228413803157,-0.4417533541934751,0.17318773729023146,7.0,,,
74,37.0,30.13460962749681,-3.5818639441857623,-0.3641364804807854,0.1594759817011589,7.0,,,
75,37.5,30.58172255615278,-3.7338097257031895,-0.29216679586404726,0.14529575754052712,7.0,,,
76,38.0,31.045255258498145,-3.8563525806609333,-0.22585217295688007,0.13141430079343147,6.992677914539124,,,
77,38.5,31.523600819589653,-3.9507793313644903,-0.1650047929560141,0.11834050986492767,6.9280260115333885,,,
78,39.0,32.01515232448406,-4.018376800119355,-0.10930873819683701,0.10636324026919626,6.862765070762895,,,
79,39.5,32.51830285823814,-4.060431809231022,-0.05837553205921524,0.09560654851931544,6.796877549028173,,,
80,40.0,33.03144550590863,-4.0782311810049885,-0.011785500935247314,0.0860833306019112,6.730345044385409,,,
81,40.5,33.552973352552286,-4.073061737746749,0.030883892520414086,0.07773893650516299,6.663148236118062,,,
82,41.0,34.08127948322588,-4.046210301761799,0.07004022062269245,0.07048292597159475,6.595266819203241,,,
83,41.5,34.61475698298616,-3.998963695355635,0.10606603429921663,0.064210363278507,6.526679432642854,,,
84,42.0,35.15179893688988,-3.932608740833752,0.13931419888879604,0.05881510540716116,6.457363580942553,,,
85,42.5,35.69079842999382,-3.848432260501643,0.17010677236052327,0.05419749347322926,6.387295547920359,,,
86,43.0,36.23014854735471,-3.7477210766648072,0.19873609226301042,0.050268398921225324,6.316450301908757,,,
87,43.5,36.76824237402931,-3.631762011628738,0.22546716430114427,0.04695105518928484,6.244801391276046,,,
88,44.0,37.30347299507439,-3.501841887698933,0.25054076931519637,0.04418166494913809,6.172320829030458,,,
89,44.5,37.8342334955467,-3.359247527180883,0.2741769398586513,0.04190944921948368,6.098978965079584,,,
90,45.0,38.358916960503,-3.205265752380088,0.2965786238176742,0.04009659057126753,6.024744344491577,,,
91,45.5,38.875916475000054,-3.0411833856020416,0.31793547176594644,0.03871839953361569,5.949583549836344,,,
92,46.0,39.38380183532655,-2.8682950678928303,0.33793734321279,0.03523363317362058,5.873461025365133,,,
